"AGE","LOCATION","MEASURE","DEFINITION","METHODO","TIME_FORMAT","UNIT","POWERCODE","obsTime","obsValue","OBS_STATUS","AGE_label"
"TOT","LUX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1996",0.259,NA,"Total population"
"TOT","LUX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2001",0.261,NA,"Total population"
"TOT","LUX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.263,NA,"Total population"
"TOT","LUX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.281,NA,"Total population"
"TOT","LUX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.274,NA,"Total population"
"TOT","LUX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2007",0.275,NA,"Total population"
"TOT","LUX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.289,NA,"Total population"
"TOT","LUX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.277,NA,"Total population"
"TOT","LUX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.27,NA,"Total population"
"TOT","LUX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.276,NA,"Total population"
"TOT","LUX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.298,NA,"Total population"
"TOT","LUX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2013",0.279,NA,"Total population"
"TOT","MEX","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.457,NA,"Total population"
"TOT","MEX","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.459,NA,"Total population"
"TOT","MEX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1989",0.495,NA,"Total population"
"TOT","MEX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1992",0.512,NA,"Total population"
"TOT","MEX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1994",0.519,NA,"Total population"
"TOT","MEX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1996",0.504,NA,"Total population"
"TOT","MEX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1998",0.513,NA,"Total population"
"TOT","MEX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2000",0.507,NA,"Total population"
"TOT","MEX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2002",0.487,NA,"Total population"
"TOT","MEX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.474,NA,"Total population"
"TOT","MEX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.486,NA,"Total population"
"TOT","MEX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.471,NA,"Total population"
"TOT","MEX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.475,NA,"Total population"
"TOT","MEX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.466,NA,"Total population"
"TOT","MEX","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.482,NA,"Total population"
"TOT","NLD","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.289,"P","Total population"
"TOT","NLD","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.305,"P","Total population"
"TOT","NLD","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2015",0.303,"P","Total population"
"TOT","NLD","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1990",0.292,NA,"Total population"
"TOT","NLD","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1995",0.297,NA,"Total population"
"TOT","NLD","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2000",0.292,NA,"Total population"
"TOT","NLD","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.284,NA,"Total population"
"TOT","NLD","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.28,NA,"Total population"
"TOT","NLD","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2007",0.295,NA,"Total population"
"TOT","NLD","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.286,NA,"Total population"
"TOT","NLD","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.283,NA,"Total population"
"TOT","NLD","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.283,NA,"Total population"
"TOT","NLD","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.278,NA,"Total population"
"TOT","NZL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.323,NA,"Total population"
"TOT","NZL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.333,NA,"Total population"
"TOT","NZL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.349,NA,"Total population"
"TOT","NZL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1990",0.318,NA,"Total population"
"TOT","NZL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1995",0.335,NA,"Total population"
"TOT","NZL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2000",0.339,NA,"Total population"
"TOT","NZL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2003",0.335,NA,"Total population"
"TOT","NZL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.33,NA,"Total population"
"TOT","NZL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.324,NA,"Total population"
"TOT","NZL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.323,NA,"Total population"
"TOT","NOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2004",0.285,NA,"Total population"
"TOT","NOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2008",0.25,NA,"Total population"
"TOT","NOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.245,NA,"Total population"
"TOT","NOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2010",0.249,NA,"Total population"
"TOT","NOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.25,NA,"Total population"
"TOT","NOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.253,NA,"Total population"
"TOT","NOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.252,NA,"Total population"
"TOT","NOR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.257,NA,"Total population"
"TOT","NOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1986",0.222,NA,"Total population"
"TOT","NOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1995",0.243,NA,"Total population"
"TOT","NOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2000",0.261,NA,"Total population"
"TOT","NOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.276,NA,"Total population"
"TOT","NOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.25,NA,"Total population"
"TOT","NOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.245,NA,"Total population"
"TOT","NOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.249,NA,"Total population"
"TOT","NOR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.25,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2004",0.376,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2005",0.327,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2006",0.315,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2007",0.316,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2008",0.308,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.303,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2010",0.305,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.301,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.297,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.299,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.298,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.375,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.327,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.317,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2007",0.318,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.31,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.306,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.307,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.303,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.3,NA,"Total population"
"TOT","POL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2013",0.301,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2004",0.384,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2005",0.379,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2006",0.369,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2007",0.361,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2008",0.355,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.337,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2010",0.341,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.337,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.337,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.341,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.338,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.383,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.377,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.37,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2007",0.364,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.358,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.341,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.345,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.341,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.341,NA,"Total population"
"TOT","PRT","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2013",0.344,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2004",0.265,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2005",0.289,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2007",0.245,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2008",0.256,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.264,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2010",0.263,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.261,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.25,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.269,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.247,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.266,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.288,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.246,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2007",0.244,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.255,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.263,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.262,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.261,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.249,NA,"Total population"
"TOT","SVK","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2013",0.268,NA,"Total population"
"TOT","ESP","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2007",0.324,NA,"Total population"
"TOT","ESP","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2008",0.327,NA,"Total population"
"TOT","ESP","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.333,NA,"Total population"
"TOT","ESP","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2010",0.339,NA,"Total population"
"TOT","ESP","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.341,NA,"Total population"
"TOT","ESP","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.334,NA,"Total population"
"TOT","ESP","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.345,NA,"Total population"
"TOT","ESP","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.344,NA,"Total population"
"TOT","SWE","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.268,NA,"Total population"
"TOT","SWE","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.274,NA,"Total population"
"TOT","SWE","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1991",0.209,NA,"Total population"
"TOT","SWE","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1995",0.211,NA,"Total population"
"TOT","SWE","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2000",0.243,NA,"Total population"
"TOT","SWE","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.234,NA,"Total population"
"TOT","SWE","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.259,NA,"Total population"
"TOT","SWE","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.269,NA,"Total population"
"TOT","SWE","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.269,NA,"Total population"
"TOT","SWE","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.273,NA,"Total population"
"TOT","CHE","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.295,NA,"Total population"
"TOT","CHE","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.297,NA,"Total population"
"TOT","CHE","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.298,NA,"Total population"
"TOT","CHE","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.289,NA,"Total population"
"TOT","TUR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.403,NA,"Total population"
"TOT","TUR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.399,NA,"Total population"
"TOT","TUR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.39,NA,"Total population"
"TOT","TUR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.398,NA,"Total population"
"TOT","TUR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1987",0.434,NA,"Total population"
"TOT","TUR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1994",0.49,NA,"Total population"
"TOT","TUR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.43,NA,"Total population"
"TOT","TUR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2007",0.409,NA,"Total population"
"TOT","TUR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.411,NA,"Total population"
"TOT","TUR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.417,NA,"Total population"
"TOT","TUR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.412,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2002",0.359,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2003",0.353,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2004",0.354,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2005",0.359,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2006",0.364,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2007",0.373,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2008",0.369,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.374,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2010",0.351,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.354,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.351,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.358,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.356,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2015",0.36,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1990",0.355,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1994",0.337,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1999",0.34,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2000",0.352,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2001",0.34,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2002",0.335,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2003",0.335,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.331,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.335,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.339,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2007",0.341,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.342,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.345,NA,"Total population"
"TOT","GBR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.341,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.396,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.394,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2015",0.39,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1993",0.369,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1994",0.366,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1995",0.361,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1996",0.363,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1997",0.364,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1998",0.357,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1999",0.354,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2000",0.357,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2001",0.36,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2002",0.376,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2003",0.374,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.36,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.38,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.384,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2007",0.376,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.378,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.379,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.38,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.389,NA,"Total population"
"TOT","USA","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.389,NA,"Total population"
"TOT","CHL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.511,NA,"Total population"
"TOT","CHL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.51,NA,"Total population"
"TOT","CHL","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.503,NA,"Total population"
"TOT","EST","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.357,NA,"Total population"
"TOT","EST","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.346,NA,"Total population"
"TOT","EST","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.346,NA,"Total population"
"TOT","EST","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.335,NA,"Total population"
"TOT","EST","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.338,NA,"Total population"
"TOT","EST","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2007",0.312,NA,"Total population"
"TOT","EST","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.313,NA,"Total population"
"TOT","EST","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.309,NA,"Total population"
"TOT","EST","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.317,NA,"Total population"
"TOT","EST","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.323,NA,"Total population"
"TOT","EST","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2012",0.326,NA,"Total population"
"TOT","EST","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2013",0.355,NA,"Total population"
"TOT","ISR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.371,NA,"Total population"
"TOT","ISR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.371,NA,"Total population"
"TOT","ISR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.36,NA,"Total population"
"TOT","ISR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.365,NA,"Total population"
"TOT","ISR","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2015",0.36,NA,"Total population"
"TOT","ISR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1990",0.329,NA,"Total population"
"TOT","ISR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","1995",0.338,NA,"Total population"
"TOT","ISR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2000",0.347,NA,"Total population"
"TOT","ISR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.378,NA,"Total population"
"TOT","ISR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.371,NA,"Total population"
"TOT","ISR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2009",0.373,NA,"Total population"
"TOT","ISR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.376,NA,"Total population"
"TOT","ISR","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2011",0.377,NA,"Total population"
"TOT","RUS","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.428,NA,"Total population"
"TOT","RUS","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2010",0.396,NA,"Total population"
"TOT","SVN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2004",0.241,NA,"Total population"
"TOT","SVN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2005",0.24,NA,"Total population"
"TOT","SVN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2006",0.237,NA,"Total population"
"TOT","SVN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2007",0.239,NA,"Total population"
"TOT","SVN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2008",0.234,NA,"Total population"
"TOT","SVN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2009",0.245,NA,"Total population"
"TOT","SVN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2010",0.244,NA,"Total population"
"TOT","SVN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2011",0.244,NA,"Total population"
"TOT","SVN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2012",0.249,NA,"Total population"
"TOT","SVN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2013",0.254,NA,"Total population"
"TOT","SVN","GINI","CURRENT","METH2012","P1Y","0_TO_1","0","2014",0.251,NA,"Total population"
"TOT","SVN","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2004",0.246,NA,"Total population"
"TOT","SVN","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2005",0.246,NA,"Total population"
"TOT","SVN","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2006",0.241,NA,"Total population"
"TOT","SVN","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2007",0.241,NA,"Total population"
"TOT","SVN","GINI","CURRENT","METH2011","P1Y","0_TO_1","0","2008",0.236,NA,"Total population"
